"set","n","rule","tau","viol_anchor","viol_pair","sensitivity","harm","pool_size","mc_se_viol","feasible"
"Set2_LogNormal",100,"CLUST_tau",15.1983745,0.0048725,0.008645,0.647881428564691,5.09320544385416,6.34293,6.35659679896274e-05,TRUE
"Set2_LogNormal",100,"CLUST_tau",18.8697106,0,0,0.568082727264717,6.72422627250906,7.24891,0,TRUE
"Set2_LogNormal",200,"ANCHOR_tau",3.995902,0.04446,0.04446,0.686707777777447,0.355315625414546,3.11592833333333,0.000188156203724459,TRUE
"Set2_LogNormal",200,"ANCHOR_tau",10.9900545,0.117088333333333,0.117088333333333,0.962373492064121,6.3566310122959,6.594405,0.000293511293835171,FALSE
"Set2_LogNormal",200,"ANCHOR_tau",15.1983745,0.3381,0.663364166666667,0.899883051949469,13.0777633207789,9.11909333333333,0.000431845255849824,FALSE
"Set2_LogNormal",200,"ANCHOR_tau",18.8697106,0,0,0.953180454546511,15.490225911113,11.484985,0,TRUE
"Set2_LogNormal",200,"CLUST_tau",3.995902,0.0112016666666667,0.0112016666666667,0.592896666666892,0.0895215294051344,2.79272,9.60737101160508e-05,TRUE
"Set2_LogNormal",200,"CLUST_tau",10.9900545,0.00062,0.00062,0.78463309523193,2.61450348745499,5.206735,2.27232553419032e-05,TRUE
"Set2_LogNormal",200,"CLUST_tau",15.1983745,0.000516666666666667,0.000856666666666667,0.685773896096142,5.31610325161857,6.64703333333333,2.0744471597316e-05,TRUE
"Set2_LogNormal",200,"CLUST_tau",18.8697106,0,0,0.647624393932049,8.15291018994046,8.12386833333333,0,TRUE
"Set2_LogNormal",400,"ANCHOR_tau",3.995902,0.00728916666666667,0.00728916666666667,0.863552222221262,0.0582535945325664,3.59878166666667,7.76532609101308e-05,TRUE
"Set2_LogNormal",400,"ANCHOR_tau",10.9900545,0.0382041666666667,0.0382041666666667,0.989750079365144,5.66988707625349,6.64571,0.000174987162186193,TRUE
"Set2_LogNormal",400,"ANCHOR_tau",15.1983745,0.2826075,0.612791666666667,0.924622034633087,13.0315468265619,9.19388166666667,0.000411035786097908,FALSE
"Set2_LogNormal",400,"ANCHOR_tau",18.8697106,0,0,0.981146666667236,15.5781779137763,11.7926133333333,0,TRUE
"Set2_LogNormal",400,"CLUST_tau",3.995902,0.0005175,0.0005175,0.799810555555589,0.00413575879784253,3.40000166666667,2.07611856146271e-05,TRUE
"Set2_LogNormal",400,"CLUST_tau",10.9900545,4.16666666666667e-06,4.16666666666667e-06,0.909028333330411,4.06467004348429,6.031365,1.86338609918332e-06,TRUE
"Set2_LogNormal",400,"CLUST_tau",15.1983745,0.000133333333333333,2e-04,0.688367142849339,5.33015596312359,6.66767666666667,1.05402227820998e-05,TRUE
"Set2_LogNormal",400,"CLUST_tau",18.8697106,0,0,0.778783030298121,10.9141789578735,9.56661333333333,0,TRUE
"Set3_Mixture",25,"ANCHOR_tau",0.633921,6.66666666666667e-06,6.66666666666667e-06,0.000156111111111112,8.45228075303134e-06,1.000475,2.35701474720005e-06,TRUE
"Set3_Mixture",25,"ANCHOR_tau",2.1432095,0.0374558333333333,0.0374558333333333,0.214232460318497,0.40291176642402,2.03497333333333,0.000173332276958253,TRUE
"Set3_Mixture",25,"ANCHOR_tau",3.227243,0.204835833333333,0.332890833333333,0.426443225108363,1.8770343668006,4.79434,0.000368417917945518,FALSE
"Set3_Mixture",25,"ANCHOR_tau",3.95129535,0,0,0.567247575758396,2.77738633706494,7.23972333333333,0,TRUE
"Set3_Mixture",25,"CLUST_tau",0.633921,6.66666666666667e-06,6.66666666666667e-06,0.000156111111111112,8.45228075303134e-06,1.000475,2.35701474720005e-06,TRUE
"Set3_Mixture",25,"CLUST_tau",2.1432095,0.0144816666666667,0.0144816666666667,0.15705476190544,0.258874439536073,1.71499666666667,0.000109056361564492,TRUE
"Set3_Mixture",25,"CLUST_tau",3.227243,0.0305508333333333,0.0366475,0.226498484850113,0.766840955154362,2.858585,0.000157102620166916,TRUE
"Set3_Mixture",25,"CLUST_tau",3.95129535,0,0,0.250340606062045,1.18164160118987,3.75374666666667,0,TRUE
"Set3_Mixture",50,"ANCHOR_tau",0.633921,1.5e-05,1.5e-05,0.00136555555555548,1.90176316943205e-05,1.00411166666667,3.53550738932901e-06,TRUE
"Set3_Mixture",50,"ANCHOR_tau",2.1432095,0.0244866666666667,0.0244866666666667,0.451603888889561,0.635400799631003,3.35153,0.000141088240185065,TRUE
"Set3_Mixture",50,"ANCHOR_tau",3.227243,0.2420525,0.431845833333333,0.6510935497853,2.22642172060993,6.75954666666667,0.00039100627365358,FALSE
"Set3_Mixture",50,"ANCHOR_tau",3.95129535,0,0,0.776570151517692,3.07978156259445,9.54227166666667,0,TRUE
"Set3_Mixture",50,"CLUST_tau",0.633921,1.5e-05,1.5e-05,0.00135555555555548,1.90176316943205e-05,1.00408166666667,3.53550738932901e-06,TRUE
